Patients who have waited 12+ hrs from DTA to admission,Emergency admissions via A&E - Type 1,Emergency admissions via A&E - Type 2,Emergency admissions via A&E - Other A&E department,Other emergency admissions,Month,Year,Month,A&E attendances Type 1,A&E attendances Type 2,A&E attendances Other A&E Department,Total attendance,Attendances over 4hrs Type 1,Attendances over 4hrs Type 2,Attendances over 4hrs Other Department,Total Attendance over 4hrs,Patients who have waited 4-12 hs from DTA to admission
7,2875,0,0,833,8/1/2023,2023,Aug,14102,0,0,14102,4186,0,0,4186,975
238,2802,0,18,387,8/1/2023,2023,Aug,9340,0,6008,15348,5061,0,71,5132,689
0,0,0,0,0,8/1/2023,2023,Aug,0,0,9308,9308,0,0,158,158,0
46,2458,0,0,352,8/1/2023,2023,Aug,16950,0,8249,25199,4423,0,25,4448,473
16,2490,0,223,527,8/1/2023,2023,Aug,6880,0,1277,8157,2631,0,187,2818,377
0,0,0,0,0,8/1/2023,2023,Aug,0,0,7523,7523,0,0,28,28,0
0,0,0,7,79,8/1/2023,2023,Aug,0,0,0,0,0,0,0,0,0
576,1538,0,0,979,8/1/2023,2023,Aug,6122,0,717,6839,2875,0,14,2889,263
1,4093,0,0,700,8/1/2023,2023,Aug,12296,0,4015,16311,5228,0,0,5228,1341
0,0,0,8,74,8/1/2023,2023,Aug,0,0,0,0,0,0,0,0,0
310,1424,0,0,112,8/1/2023,2023,Aug,11803,0,4198,16001,3994,0,0,3994,598
4,2555,0,0,346,8/1/2023,2023,Aug,10315,0,3471,13786,3465,0,45,3510,551
0,0,0,0,0,8/1/2023,2023,Aug,0,0,7496,7496,0,0,1,1,0
0,0,0,0,0,8/1/2023,2023,Aug,0,0,1746,1746,0,0,0,0,0
85,3701,0,317,1071,8/1/2023,2023,Aug,12894,0,3438,16332,5229,0,2,5231,1055
8,1581,0,0,440,8/1/2023,2023,Aug,4629,0,0,4629,1824,0,0,1824,136
0,0,0,2,4,8/1/2023,2023,Aug,0,0,0,0,0,0,0,0,0
10,2694,0,0,242,8/1/2023,2023,Aug,9016,0,4938,13954,5105,0,1,5106,173
0,0,0,0,0,8/1/2023,2023,Aug,0,0,0,0,0,0,0,0,0
119,924,0,0,161,8/1/2023,2023,Aug,4145,0,0,4145,1596,0,0,1596,251
908,4355,0,463,1558,8/1/2023,2023,Aug,11688,0,11458,23146,6268,0,223,6491,607
1095,3223,0,87,1780,8/1/2023,2023,Aug,11421,0,7983,19404,4188,0,533,4721,431
0,0,0,0,0,8/1/2023,2023,Aug,0,0,2707,2707,0,0,366,366,0
182,4628,0,234,843,8/1/2023,2023,Aug,13834,0,11197,25031,6901,0,122,7023,1169
0,3327,0,0,624,8/1/2023,2023,Aug,8944,0,2594,11538,3299,0,29,3328,167
538,1807,7,0,140,8/1/2023,2023,Aug,11717,341,0,12058,2708,0,0,2708,445
0,0,0,0,0,8/1/2023,2023,Aug,0,0,0,0,0,0,0,0,0
0,0,0,0,0,8/1/2023,2023,Aug,0,0,1249,1249,0,0,0,0,0
0,0,0,0,0,8/1/2023,2023,Aug,0,0,2409,2409,0,0,0,0,0
0,5556,0,0,319,8/1/2023,2023,Aug,21046,0,0,21046,7690,0,0,7690,1427
0,1575,0,0,783,8/1/2023,2023,Aug,5760,0,3441,9201,2613,0,37,2650,865
10,865,0,0,31,8/1/2023,2023,Aug,6156,0,1838,7994,2351,0,46,2397,784
0,0,0,0,26,8/1/2023,2023,Aug,0,0,6346,6346,0,0,12,12,0
573,2682,0,0,1420,8/1/2023,2023,Aug,12055,0,0,12055,5221,0,0,5221,740
0,0,0,0,0,8/1/2023,2023,Aug,0,0,1470,1470,0,0,21,21,0
69,2254,0,0,1412,8/1/2023,2023,Aug,5207,0,4904,10111,2474,0,216,2690,448
58,3392,0,0,959,8/1/2023,2023,Aug,11894,790,2179,14863,4095,0,7,4102,22
4,4074,0,0,1149,8/1/2023,2023,Aug,11682,0,390,12072,3679,0,0,3679,713
0,0,0,0,0,8/1/2023,2023,Aug,0,0,2042,2042,0,0,147,147,0
0,1263,0,0,456,8/1/2023,2023,Aug,4705,0,871,5576,1539,0,0,1539,77
0,0,0,0,0,8/1/2023,2023,Aug,0,0,1393,1393,0,0,0,0,0
0,0,0,0,0,8/1/2023,2023,Aug,0,0,1214,1214,0,0,32,32,0
0,0,0,0,0,8/1/2023,2023,Aug,0,0,2353,2353,0,0,14,14,0
28,1637,0,0,141,8/1/2023,2023,Aug,9802,0,0,9802,1390,0,0,1390,150
0,0,0,0,0,8/1/2023,2023,Aug,0,0,4682,4682,0,0,0,0,0
224,3521,0,0,1715,8/1/2023,2023,Aug,10518,0,0,10518,5075,0,0,5075,982
0,0,0,0,0,8/1/2023,2023,Aug,0,0,1153,1153,0,0,4,4,0
71,3100,1,0,1142,8/1/2023,2023,Aug,12179,3860,6862,22901,5239,23,69,5331,897
388,1061,0,0,265,8/1/2023,2023,Aug,3706,0,2590,6296,1916,0,34,1950,330
262,1585,0,0,507,8/1/2023,2023,Aug,7092,0,1320,8412,2780,0,0,2780,569
0,0,0,0,0,8/1/2023,2023,Aug,0,0,9371,9371,0,0,91,91,0
0,1945,0,0,171,8/1/2023,2023,Aug,8642,0,0,8642,4215,0,0,4215,952
409,3805,0,0,509,8/1/2023,2023,Aug,14144,0,7776,21920,7097,0,513,7610,1641
172,1830,0,150,650,8/1/2023,2023,Aug,6456,0,2611,9067,2923,0,191,3114,317
131,3069,0,153,1435,8/1/2023,2023,Aug,11449,0,3664,15113,4095,0,113,4208,1176
0,0,0,0,0,8/1/2023,2023,Aug,0,0,343,343,0,0,0,0,0
143,3674,0,0,1121,8/1/2023,2023,Aug,16067,0,10261,26328,6530,0,46,6576,1665
221,3530,0,0,1166,8/1/2023,2023,Aug,12161,0,10981,23142,6048,0,1308,7356,886
0,0,0,0,0,8/1/2023,2023,Aug,0,0,9017,9017,0,0,470,470,0
0,0,0,0,189,8/1/2023,2023,Aug,0,0,0,0,0,0,0,0,0
1004,5221,0,0,2089,8/1/2023,2023,Aug,16698,232,8242,25172,7243,0,661,7904,1749
0,0,89,0,11,8/1/2023,2023,Aug,0,1270,0,1270,0,113,0,113,0
0,0,0,0,0,8/1/2023,2023,Aug,0,0,111,111,0,0,0,0,0
0,0,0,0,0,8/1/2023,2023,Aug,0,0,2254,2254,0,0,0,0,0
253,6476,0,0,1275,8/1/2023,2023,Aug,11962,0,12973,24935,6896,0,363,7259,718
0,0,0,0,0,8/1/2023,2023,Aug,0,0,4905,4905,0,0,7,7,0
0,5660,0,0,1136,8/1/2023,2023,Aug,17222,0,2308,19530,2973,0,15,2988,725
142,5343,171,387,503,8/1/2023,2023,Aug,19680,3155,13437,36272,8055,100,1609,9764,2873
0,0,0,0,0,8/1/2023,2023,Aug,0,0,100,100,0,0,0,0,0
0,0,0,0,0,8/1/2023,2023,Aug,0,0,296,296,0,0,0,0,0
289,2074,0,0,932,8/1/2023,2023,Aug,7990,0,6749,14739,2868,0,1028,3896,586
0,0,0,0,0,8/1/2023,2023,Aug,0,0,42,42,0,0,0,0,0
174,7300,0,0,606,8/1/2023,2023,Aug,16699,0,7043,23742,6671,0,196,6867,712
0,0,0,0,77,8/1/2023,2023,Aug,0,0,12010,12010,0,0,541,541,0
6,8400,0,217,1338,8/1/2023,2023,Aug,30123,0,1347,31470,10221,0,65,10286,2416
235,2352,0,0,946,8/1/2023,2023,Aug,6763,0,2617,9380,3566,0,13,3579,701
7,3592,0,171,791,8/1/2023,2023,Aug,16154,0,6043,22197,6237,0,347,6584,2177
0,1777,0,0,321,8/1/2023,2023,Aug,7310,0,4680,11990,3072,0,84,3156,711
0,0,0,0,0,8/1/2023,2023,Aug,0,0,1735,1735,0,0,26,26,0
0,0,3,0,208,8/1/2023,2023,Aug,0,5688,0,5688,0,8,0,8,0
394,2433,0,0,1589,8/1/2023,2023,Aug,10351,0,7943,18294,4249,0,7,4256,989
17,2781,0,0,1942,8/1/2023,2023,Aug,8597,0,0,8597,2405,0,0,2405,519
289,2222,0,0,741,8/1/2023,2023,Aug,8796,0,2002,10798,3373,0,5,3378,641
0,0,0,0,0,8/1/2023,2023,Aug,0,0,1959,1959,0,0,59,59,0
765,1547,0,0,173,8/1/2023,2023,Aug,7920,463,5475,13858,3922,1,596,4519,470
4,1475,0,491,1979,8/1/2023,2023,Aug,4124,0,10829,14953,2083,0,47,2130,158
516,3064,0,104,1246,8/1/2023,2023,Aug,12433,0,4306,16739,5411,0,396,5807,624
697,1774,0,0,1345,8/1/2023,2023,Aug,8134,627,1948,10709,3696,9,91,3796,435
519,6515,0,354,1753,8/1/2023,2023,Aug,23741,0,6491,30232,10596,0,181,10777,1261
516,4289,0,0,487,8/1/2023,2023,Aug,14227,0,0,14227,4918,0,0,4918,773
0,5393,0,75,1062,8/1/2023,2023,Aug,9247,0,11121,20368,1664,0,13,1677,34
0,0,0,0,0,8/1/2023,2023,Aug,0,0,4674,4674,0,0,192,192,0
719,3867,0,0,3294,8/1/2023,2023,Aug,14480,1878,334,16692,8148,221,18,8387,880
0,0,0,0,0,8/1/2023,2023,Aug,0,0,841,841,0,0,0,0,0
0,0,0,0,0,8/1/2023,2023,Aug,0,0,50,50,0,0,0,0,0
0,0,0,0,0,8/1/2023,2023,Aug,0,0,96,96,0,0,0,0,0
0,0,0,0,0,8/1/2023,2023,Aug,0,0,4132,4132,0,0,306,306,0
0,3600,124,8,4096,8/1/2023,2023,Aug,10893,1807,480,13180,4135,0,4,4139,604
0,0,0,0,0,8/1/2023,2023,Aug,0,0,868,868,0,0,12,12,0
0,0,0,0,0,8/1/2023,2023,Aug,0,0,3057,3057,0,0,76,76,0
14,3631,0,0,2418,8/1/2023,2023,Aug,9384,822,2824,13030,4589,8,2,4599,1483
0,0,0,0,0,8/1/2023,2023,Aug,0,0,5235,5235,0,0,74,74,0
0,0,0,0,0,8/1/2023,2023,Aug,0,0,5024,5024,0,0,54,54,0
0,0,0,0,0,8/1/2023,2023,Aug,0,0,2201,2201,0,0,0,0,0
0,0,0,5,499,8/1/2023,2023,Aug,0,0,1758,1758,0,0,2,2,0
0,0,0,0,0,8/1/2023,2023,Aug,0,0,1002,1002,0,0,0,0,0
0,2357,1,0,796,8/1/2023,2023,Aug,11338,2227,0,13565,3816,15,0,3831,416
396,2190,0,23,1091,8/1/2023,2023,Aug,6917,0,13543,20460,3648,0,500,4148,609
52,3758,0,0,2189,8/1/2023,2023,Aug,12536,0,3007,15543,6369,0,47,6416,863
599,4030,0,0,485,8/1/2023,2023,Aug,14009,0,9424,23433,6121,0,585,6706,979
0,0,0,0,33,8/1/2023,2023,Aug,0,0,0,0,0,0,0,0,0
1,2255,0,0,974,8/1/2023,2023,Aug,6156,0,0,6156,2504,0,0,2504,349
0,2412,0,4,1475,8/1/2023,2023,Aug,7811,0,0,7811,2530,0,0,2530,340
6,1270,0,0,687,8/1/2023,2023,Aug,4095,278,1737,6110,1459,0,0,1459,403
139,2774,0,0,338,8/1/2023,2023,Aug,13645,1216,8623,23484,7000,129,137,7266,1779
0,699,0,0,61,8/1/2023,2023,Aug,3409,0,24,3433,207,0,0,207,4
7,3473,0,0,3100,8/1/2023,2023,Aug,8737,1156,6739,16632,4480,0,225,4705,843
58,3234,0,0,348,8/1/2023,2023,Aug,10077,0,4896,14973,3363,0,151,3514,517
0,0,0,0,2,8/1/2023,2023,Aug,0,0,3285,3285,0,0,10,10,0
0,0,0,0,0,8/1/2023,2023,Aug,0,0,7382,7382,0,0,264,264,0
0,0,0,0,0,8/1/2023,2023,Aug,0,0,1861,1861,0,0,5,5,0
0,0,0,0,13,8/1/2023,2023,Aug,0,0,521,521,0,0,0,0,0
24,3399,0,0,1638,8/1/2023,2023,Aug,12552,0,8957,21509,4943,0,225,5168,555
0,0,0,0,0,8/1/2023,2023,Aug,0,0,6302,6302,0,0,0,0,0
6,2366,0,134,1941,8/1/2023,2023,Aug,9971,0,4882,14853,4078,0,272,4350,965
2,4416,20,0,1022,8/1/2023,2023,Aug,11001,1452,5387,17840,3985,11,63,4059,539
0,2072,0,0,666,8/1/2023,2023,Aug,7184,0,462,7646,2012,0,0,2012,268
0,0,0,0,135,8/1/2023,2023,Aug,0,0,0,0,0,0,0,0,0
0,0,0,0,0,8/1/2023,2023,Aug,0,0,1616,1616,0,0,131,131,0
0,0,0,3,157,8/1/2023,2023,Aug,0,0,2664,2664,0,0,18,18,0
372,2527,0,0,684,8/1/2023,2023,Aug,7812,0,3222,11034,2128,0,0,2128,512
0,0,0,0,0,8/1/2023,2023,Aug,0,0,1802,1802,0,0,0,0,0
63,2810,0,0,675,8/1/2023,2023,Aug,8416,0,0,8416,3014,0,0,3014,955
0,0,0,0,0,8/1/2023,2023,Aug,0,0,4001,4001,0,0,0,0,0
190,3151,0,0,792,8/1/2023,2023,Aug,9803,0,0,9803,2949,0,0,2949,748
0,0,0,0,0,8/1/2023,2023,Aug,0,0,11964,11964,0,0,43,43,0
71,2232,0,0,474,8/1/2023,2023,Aug,7523,0,2218,9741,3280,0,0,3280,415
0,0,0,0,0,8/1/2023,2023,Aug,0,0,477,477,0,0,0,0,0
0,0,0,0,665,8/1/2023,2023,Aug,0,0,0,0,0,0,0,0,0
85,3305,0,0,1745,8/1/2023,2023,Aug,8643,0,4131,12774,3628,0,29,3657,1315
21,1579,0,0,382,8/1/2023,2023,Aug,5542,0,5758,11300,3353,0,81,3434,655
34,3160,29,0,2909,8/1/2023,2023,Aug,11265,1585,5123,17973,3938,111,0,4049,612
0,0,0,0,0,8/1/2023,2023,Aug,0,0,797,797,0,0,0,0,0
80,2171,0,0,331,8/1/2023,2023,Aug,8936,0,0,8936,4619,0,0,4619,447
418,1951,0,0,616,8/1/2023,2023,Aug,6501,0,933,7434,2733,0,0,2733,670
0,0,0,0,23,8/1/2023,2023,Aug,0,0,0,0,0,0,0,0,0
0,2658,0,0,511,8/1/2023,2023,Aug,7641,0,0,7641,3324,0,0,3324,727
34,5807,0,0,843,8/1/2023,2023,Aug,12455,0,5702,18157,3979,0,171,4150,686
803,2633,0,43,2108,8/1/2023,2023,Aug,10393,0,1941,12334,5957,0,186,6143,493
0,0,0,0,153,8/1/2023,2023,Aug,0,0,0,0,0,0,0,0,0
0,0,0,0,0,8/1/2023,2023,Aug,0,0,2622,2622,0,0,0,0,0
162,1913,0,0,1247,8/1/2023,2023,Aug,6657,0,3497,10154,3169,0,80,3249,616
894,4037,0,0,1051,8/1/2023,2023,Aug,12341,0,5401,17742,7462,0,854,8316,1057
45,1446,0,0,302,8/1/2023,2023,Aug,12053,0,0,12053,3671,0,0,3671,302
5,3311,10,0,1467,8/1/2023,2023,Aug,10896,1249,0,12145,3966,51,0,4017,159
1243,10505,0,1,5152,8/1/2023,2023,Aug,31240,0,1611,32851,14857,0,28,14885,3453
112,4518,14,0,1420,8/1/2023,2023,Aug,13754,2170,0,15924,4547,66,0,4613,917
1,2605,74,69,1582,8/1/2023,2023,Aug,10507,1828,6531,18866,4925,92,149,5166,282
0,4058,5,0,2162,8/1/2023,2023,Aug,13901,0,3772,17673,6561,0,0,6561,26
158,4088,0,149,2317,8/1/2023,2023,Aug,16331,0,12029,28360,8299,0,372,8671,1037
1087,5251,4,0,3315,8/1/2023,2023,Aug,19195,1817,0,21012,8115,104,0,8219,1245
275,2934,0,32,748,8/1/2023,2023,Aug,7935,0,4127,12062,2890,0,178,3068,562
463,5676,0,0,2821,8/1/2023,2023,Aug,12993,481,7269,20743,6454,0,105,6559,1085
334,2824,0,0,1171,8/1/2023,2023,Aug,8948,278,4297,13523,5380,0,285,5665,668
673,8034,27,34,1329,8/1/2023,2023,Aug,23655,1564,2328,27547,9864,26,126,10016,1440
0,0,0,0,0,8/1/2023,2023,Aug,0,0,7147,7147,0,0,315,315,0
57,3184,0,0,663,8/1/2023,2023,Aug,7569,0,3617,11186,2819,0,11,2830,948
539,2277,0,0,204,8/1/2023,2023,Aug,7072,0,2867,9939,3057,0,48,3105,843
0,3027,0,0,742,8/1/2023,2023,Aug,7319,0,6363,13682,4461,0,131,4592,1223
278,1870,0,0,584,8/1/2023,2023,Aug,6911,0,612,7523,2778,0,0,2778,523
0,0,0,0,0,8/1/2023,2023,Aug,0,0,4704,4704,0,0,0,0,0
84,905,0,0,46,8/1/2023,2023,Aug,8042,0,0,8042,2494,0,0,2494,263
0,0,0,0,0,8/1/2023,2023,Aug,0,0,2126,2126,0,0,81,81,0
0,0,0,0,0,8/1/2023,2023,Aug,0,0,4690,4690,0,0,182,182,0
167,2351,0,0,1465,8/1/2023,2023,Aug,7854,0,2813,10667,4231,0,28,4259,807
0,0,0,0,0,8/1/2023,2023,Aug,0,0,2605,2605,0,0,208,208,0
300,3359,0,0,1250,8/1/2023,2023,Aug,11801,0,5965,17766,6189,0,12,6201,918
0,0,0,0,0,8/1/2023,2023,Aug,0,0,381,381,0,0,0,0,0
222,2282,0,0,813,8/1/2023,2023,Aug,7089,0,5037,12126,3679,0,38,3717,1167
213,1575,0,0,564,8/1/2023,2023,Aug,5588,0,0,5588,2517,0,0,2517,141
635,4231,4,0,1407,8/1/2023,2023,Aug,9789,358,9093,19240,5630,0,393,6023,1058
143,1498,0,0,550,12/1/2023,2023,Dec,5428,206,9,5643,3174,0,0,3174,475
0,899,0,0,356,12/1/2023,2023,Dec,6323,0,0,6323,980,0,0,980,0
47,2556,0,0,401,12/1/2023,2023,Dec,9808,0,0,9808,4508,0,0,4508,931
0,0,0,0,0,12/1/2023,2023,Dec,0,0,2496,2496,0,0,240,240,0
0,0,0,0,0,12/1/2023,2023,Dec,0,0,4674,4674,0,0,0,0,0
0,0,0,0,0,12/1/2023,2023,Dec,0,0,0,0,0,0,0,0,0
0,0,0,0,0,12/1/2023,2023,Dec,0,0,2692,2692,0,0,212,212,0
587,7509,0,0,371,12/1/2023,2023,Dec,12824,2207,13097,28128,6369,335,1136,7840,780
0,2987,0,0,498,12/1/2023,2023,Dec,8336,0,0,8336,3835,0,0,3835,715
699,5433,0,0,1093,12/1/2023,2023,Dec,24700,740,16882,42322,12022,14,2453,14489,1348
0,0,0,0,0,12/1/2023,2023,Dec,0,0,3626,3626,0,0,192,192,0
12,4902,0,0,2217,12/1/2023,2023,Dec,15600,0,7740,23340,6616,0,0,6616,80
0,0,0,40,0,12/1/2023,2023,Dec,0,0,1275,1275,0,0,11,11,0
0,935,0,0,206,12/1/2023,2023,Dec,5550,0,0,5550,2035,0,0,2035,0
357,2764,0,0,1524,12/1/2023,2023,Dec,8118,0,10044,18162,3812,0,72,3884,674
614,2175,0,128,724,12/1/2023,2023,Dec,7875,0,3189,11064,4251,0,550,4801,531
0,0,0,0,0,12/1/2023,2023,Dec,0,0,1968,1968,0,0,2,2,0
71,2606,0,95,1459,12/1/2023,2023,Dec,9631,0,2851,12482,2604,0,0,2604,714
0,0,0,0,0,12/1/2023,2023,Dec,0,0,3754,3754,0,0,575,575,0
0,0,0,0,0,12/1/2023,2023,Dec,0,0,3303,3303,0,0,171,171,0
0,0,0,0,0,12/1/2023,2023,Dec,0,0,2023,2023,0,0,0,0,0
358,4131,774,0,1065,12/1/2023,2023,Dec,9900,1132,3078,14110,4103,0,87,4190,349
1,3199,0,0,746,12/1/2023,2023,Dec,14954,0,0,14954,5282,0,0,5282,1388
584,2882,0,33,449,12/1/2023,2023,Dec,9569,0,4996,14565,5366,0,100,5466,661
0,0,0,0,0,12/1/2023,2023,Dec,0,0,8099,8099,0,0,140,140,0
25,2785,0,0,367,12/1/2023,2023,Dec,19078,0,5883,24961,5044,0,368,5412,976
145,2560,0,268,582,12/1/2023,2023,Dec,6715,0,1517,8232,3099,0,248,3347,942
0,0,0,0,0,12/1/2023,2023,Dec,0,0,8588,8588,0,0,77,77,0
0,0,0,13,63,12/1/2023,2023,Dec,0,0,0,0,0,0,0,0,0
568,1726,0,0,1074,12/1/2023,2023,Dec,6190,0,450,6640,3280,0,80,3360,420
18,4548,0,0,795,12/1/2023,2023,Dec,12685,0,4385,17070,6597,0,0,6597,2022
0,0,0,6,49,12/1/2023,2023,Dec,0,0,0,0,0,0,0,0,0
529,1537,0,0,116,12/1/2023,2023,Dec,12931,0,5385,18316,5213,0,0,5213,497
2,3174,0,0,323,12/1/2023,2023,Dec,11816,0,3576,15392,4334,0,39,4373,1014
0,0,0,0,0,12/1/2023,2023,Dec,0,0,5979,5979,0,0,1,1,0
0,0,0,0,0,12/1/2023,2023,Dec,0,0,2284,2284,0,0,0,0,0
305,3501,0,430,1143,12/1/2023,2023,Dec,12997,0,3336,16333,6129,0,3,6132,1280
29,1741,0,0,495,12/1/2023,2023,Dec,4242,0,0,4242,1730,0,0,1730,177
0,0,0,1,4,12/1/2023,2023,Dec,0,0,0,0,0,0,0,0,0
83,2829,0,0,274,12/1/2023,2023,Dec,10195,0,5125,15320,6245,0,22,6267,180
0,0,0,0,0,12/1/2023,2023,Dec,0,0,0,0,0,0,0,0,0
299,1005,0,0,247,12/1/2023,2023,Dec,4260,0,0,4260,2182,0,0,2182,303
1260,3795,0,424,1067,12/1/2023,2023,Dec,13242,0,11746,24988,7487,0,250,7737,573
1162,3882,0,84,2018,12/1/2023,2023,Dec,12088,0,8136,20224,4489,0,792,5281,363
0,0,0,0,0,12/1/2023,2023,Dec,0,0,2475,2475,0,0,323,323,0
345,6058,0,290,1009,12/1/2023,2023,Dec,14539,0,11405,25944,6811,0,268,7079,1176
0,3719,0,0,565,12/1/2023,2023,Dec,9230,0,1950,11180,3935,0,57,3992,244
692,2057,0,0,122,12/1/2023,2023,Dec,12601,259,0,12860,3337,1,0,3338,353
0,0,0,0,0,12/1/2023,2023,Dec,0,0,0,0,0,0,0,0,0
0,0,0,0,0,12/1/2023,2023,Dec,0,0,697,697,0,0,0,0,0
0,0,0,0,0,12/1/2023,2023,Dec,0,0,2086,2086,0,0,0,0,0
43,6554,0,0,284,12/1/2023,2023,Dec,21971,0,0,21971,9976,0,0,9976,1972
7,1829,0,0,640,12/1/2023,2023,Dec,6292,0,3762,10054,3331,0,77,3408,1077
98,1074,0,0,44,12/1/2023,2023,Dec,6731,0,1583,8314,2182,0,56,2238,634
0,0,0,0,30,12/1/2023,2023,Dec,0,0,6208,6208,0,0,15,15,0
905,2840,0,0,1820,12/1/2023,2023,Dec,11406,0,469,11875,4853,0,0,4853,501
0,0,0,0,0,12/1/2023,2023,Dec,0,0,1380,1380,0,0,30,30,0
41,2598,0,0,1390,12/1/2023,2023,Dec,5443,0,5394,10837,2575,0,223,2798,484
5,1863,0,0,263,12/1/2023,2023,Dec,10394,646,5814,16854,4616,0,288,4904,260
120,4252,0,0,1123,12/1/2023,2023,Dec,11846,0,350,12196,5075,0,0,5075,1074
0,0,0,0,0,12/1/2023,2023,Dec,0,0,2767,2767,0,0,232,232,0
73,1349,0,0,422,12/1/2023,2023,Dec,4902,0,694,5596,1851,0,0,1851,410
0,0,0,0,0,12/1/2023,2023,Dec,0,0,1106,1106,0,0,0,0,0
0,0,0,0,0,12/1/2023,2023,Dec,0,0,780,780,0,0,20,20,0
0,0,0,0,0,12/1/2023,2023,Dec,0,0,2026,2026,0,0,11,11,0
25,1808,0,0,317,12/1/2023,2023,Dec,10563,0,0,10563,2124,0,0,2124,233
496,3673,0,0,1699,12/1/2023,2023,Dec,11128,0,0,11128,6412,0,0,6412,1033
0,0,0,0,0,12/1/2023,2023,Dec,0,0,1016,1016,0,0,2,2,0
179,3696,0,0,1023,12/1/2023,2023,Dec,12312,3369,6550,22231,5796,20,625,6441,831
179,1083,0,0,325,12/1/2023,2023,Dec,3444,0,1968,5412,1746,0,0,1746,260
265,1691,0,0,512,12/1/2023,2023,Dec,6402,0,1335,7737,2598,0,0,2598,512
0,0,0,0,0,12/1/2023,2023,Dec,0,0,9667,9667,0,0,29,29,0
0,1960,0,0,177,12/1/2023,2023,Dec,9228,0,0,9228,4610,0,0,4610,1363
1018,3612,0,0,527,12/1/2023,2023,Dec,15009,0,8510,23519,8710,0,707,9417,1728
353,2017,0,145,574,12/1/2023,2023,Dec,7334,0,8151,15485,3767,0,343,4110,402
361,3157,0,196,1391,12/1/2023,2023,Dec,11945,0,3904,15849,4963,0,164,5127,1216
0,0,0,0,0,12/1/2023,2023,Dec,0,0,222,222,0,0,0,0,0
545,3958,0,0,1208,12/1/2023,2023,Dec,17193,0,11421,28614,8158,0,17,8175,1644
652,3779,0,0,1174,12/1/2023,2023,Dec,13948,0,12205,26153,7969,0,1879,9848,855
0,0,0,0,0,12/1/2023,2023,Dec,0,0,8293,8293,0,0,225,225,0
0,0,0,0,238,12/1/2023,2023,Dec,0,0,0,0,0,0,0,0,0
1165,5498,0,0,2027,12/1/2023,2023,Dec,16354,206,8054,24614,7230,0,1276,8506,2099
0,0,91,0,12,12/1/2023,2023,Dec,0,1196,0,1196,0,114,0,114,0
0,0,0,0,0,12/1/2023,2023,Dec,0,0,323,323,0,0,0,0,0
0,0,0,0,0,12/1/2023,2023,Dec,0,0,2421,2421,0,0,0,0,0
488,7165,0,0,778,12/1/2023,2023,Dec,13151,0,14633,27784,7926,0,492,8418,883
0,0,0,0,0,12/1/2023,2023,Dec,0,0,5310,5310,0,0,12,12,0
34,5051,0,0,1021,12/1/2023,2023,Dec,17905,0,2122,20027,3493,0,42,3535,961
552,5869,170,180,474,12/1/2023,2023,Dec,24231,3071,11641,38943,12255,107,1170,13532,3373
0,0,0,0,0,12/1/2023,2023,Dec,0,0,97,97,0,0,0,0,0
0,0,0,0,0,12/1/2023,2023,Dec,0,0,184,184,0,0,0,0,0
785,2217,0,0,1053,12/1/2023,2023,Dec,8101,0,6358,14459,3848,0,1165,5013,473
0,0,0,0,0,12/1/2023,2023,Dec,0,0,77,77,0,0,0,0,0
384,7146,0,0,527,12/1/2023,2023,Dec,17532,0,7181,24713,7689,0,195,7884,401
0,0,0,0,66,12/1/2023,2023,Dec,0,0,11255,11255,0,0,1511,1511,0
12,8712,0,144,1198,12/1/2023,2023,Dec,31291,0,1685,32976,11451,0,94,11545,3247
660,2346,0,0,979,12/1/2023,2023,Dec,6836,0,2455,9291,3602,0,46,3648,507
309,3749,0,150,928,12/1/2023,2023,Dec,16414,0,6197,22611,7243,0,353,7596,2234
0,2152,0,0,480,12/1/2023,2023,Dec,7796,0,5385,13181,2902,0,334,3236,788
0,0,0,0,0,12/1/2023,2023,Dec,0,0,1785,1785,0,0,0,0,0
0,0,5,0,202,12/1/2023,2023,Dec,0,4914,0,4914,0,52,0,52,0
97,2744,0,0,1552,12/1/2023,2023,Dec,11191,0,8357,19548,4083,0,13,4096,751
269,2704,0,0,1944,12/1/2023,2023,Dec,8586,0,0,8586,2825,0,0,2825,669
683,2337,0,0,711,12/1/2023,2023,Dec,8487,0,1648,10135,3995,0,20,4015,641
0,0,0,0,0,12/1/2023,2023,Dec,0,0,1595,1595,0,0,31,31,0
820,1627,0,0,217,12/1/2023,2023,Dec,8579,413,7532,16524,5061,0,1635,6696,337
12,1765,0,528,2103,12/1/2023,2023,Dec,4931,0,12065,16996,2726,0,77,2803,230
702,3084,0,125,1402,12/1/2023,2023,Dec,12895,0,4085,16980,6599,0,675,7274,520
1009,1962,0,0,1356,12/1/2023,2023,Dec,8815,478,2135,11428,4465,8,80,4553,294
818,6939,0,418,1445,12/1/2023,2023,Dec,23991,0,7238,31229,12562,0,521,13083,1277
705,4623,0,0,557,12/1/2023,2023,Dec,14635,0,0,14635,5640,0,0,5640,860
0,5221,0,60,1256,12/1/2023,2023,Dec,10168,0,11599,21767,2736,0,8,2744,96
0,0,0,0,0,12/1/2023,2023,Dec,0,0,5180,5180,0,0,1386,1386,0
901,3824,0,0,3537,12/1/2023,2023,Dec,15157,1676,266,17099,8492,332,15,8839,597
0,0,0,0,0,12/1/2023,2023,Dec,0,0,922,922,0,0,0,0,0
