Patients who have waited 12+ hrs from DTA to admission,Emergency admissions via A&E - Type 1,Emergency admissions via A&E - Type 2,Emergency admissions via A&E - Other A&E department,Other emergency admissions,Month,Year,Month,A&E attendances Type 1,A&E attendances Type 2,A&E attendances Other A&E Department,Total attendance,Attendances over 4hrs Type 1,Attendances over 4hrs Type 2,Attendances over 4hrs Other Department,Total Attendance over 4hrs,Patients who have waited 4-12 hs from DTA to admission
0,3111,0,12,418,5/1/2019,2019,May,9781,0,4506,14287,984,0,78,1062,119
0,2771,0,33,2358,5/1/2019,2019,May,10243,0,2140,12383,3305,0,34,3339,863
0,0,0,0,19,5/1/2019,2019,May,0,0,2589,2589,0,0,4,4,0
0,0,0,0,0,5/1/2019,2019,May,0,0,1984,1984,0,0,71,71,0
0,0,0,0,11,5/1/2019,2019,May,0,0,663,663,0,0,0,0,0
0,0,0,0,33,5/1/2019,2019,May,0,0,8415,8415,0,0,23,23,0
0,0,0,0,0,5/1/2019,2019,May,0,0,6160,6160,0,0,0,0,0
0,2288,0,113,2408,5/1/2019,2019,May,9801,0,3814,13615,850,0,14,864,343
0,4299,26,0,829,5/1/2019,2019,May,14299,2201,3872,20372,2366,61,30,2457,225
0,1824,0,0,313,5/1/2019,2019,May,6252,0,738,6990,484,0,0,484,25
0,0,0,0,152,5/1/2019,2019,May,0,0,0,0,0,0,0,0,0
0,0,0,0,0,5/1/2019,2019,May,0,0,2017,2017,0,0,10,10,0
0,0,0,0,0,5/1/2019,2019,May,0,0,4674,4674,0,0,19,19,0
0,2398,0,394,1309,5/1/2019,2019,May,7060,0,2065,9125,920,0,23,943,29
0,0,0,4,193,5/1/2019,2019,May,0,0,808,808,0,0,0,0,0
12,2450,0,0,62,5/1/2019,2019,May,7338,0,3025,10363,1471,0,39,1510,520
0,4314,0,0,920,5/1/2019,2019,May,13887,0,1547,15434,2086,0,0,2086,201
0,4489,0,0,408,5/1/2019,2019,May,10331,0,0,10331,2926,0,0,2926,521
0,0,0,0,0,5/1/2019,2019,May,0,0,5146,5146,0,0,191,191,0
12,2513,0,0,856,5/1/2019,2019,May,8718,0,0,8718,2151,0,0,2151,807
0,0,0,0,0,5/1/2019,2019,May,0,0,3115,3115,0,0,0,0,0
0,2660,0,0,720,5/1/2019,2019,May,8778,0,723,9501,441,0,0,441,196
2,0,0,2,0,5/1/2019,2019,May,0,0,10624,10624,0,0,85,85,0
0,1914,0,0,457,5/1/2019,2019,May,8377,0,2931,11308,1592,0,0,1592,89
0,2210,0,0,1234,5/1/2019,2019,May,6549,0,0,6549,1286,0,0,1286,32
0,0,0,0,0,5/1/2019,2019,May,0,0,200,200,0,0,0,0,0
0,0,0,0,508,5/1/2019,2019,May,0,0,0,0,0,0,0,0,0
0,2653,0,0,951,5/1/2019,2019,May,9161,0,5326,14487,2838,0,0,2838,312
21,2157,0,0,498,5/1/2019,2019,May,5809,0,8414,14223,2060,0,133,2193,558
0,0,0,0,0,5/1/2019,2019,May,0,0,3409,3409,0,0,0,0,0
0,3120,18,2,2646,5/1/2019,2019,May,10590,1900,7677,20167,1120,55,0,1175,76
0,0,0,0,0,5/1/2019,2019,May,0,0,4504,4504,0,0,0,0,0
0,2406,0,0,776,5/1/2019,2019,May,9152,0,0,9152,2383,0,0,2383,353
0,2388,0,0,782,5/1/2019,2019,May,6031,0,0,6031,977,0,0,977,297
0,0,0,0,22,5/1/2019,2019,May,0,0,0,0,0,0,0,0,0
0,1647,0,0,311,5/1/2019,2019,May,8499,0,0,8499,0,0,0,0,301
0,2001,6,0,1404,5/1/2019,2019,May,7231,1410,703,9344,675,2,0,677,76
2,2922,0,0,937,5/1/2019,2019,May,12201,0,8440,20641,2026,0,58,2084,141
0,0,0,0,176,5/1/2019,2019,May,0,0,0,0,0,0,0,0,0
0,0,0,0,0,5/1/2019,2019,May,0,0,3434,3434,0,0,0,0,0
0,2507,0,0,742,5/1/2019,2019,May,6573,0,3442,10015,1585,0,1,1586,310
0,4098,0,0,1257,5/1/2019,2019,May,12720,0,2286,15006,4769,0,0,4769,1464
0,2168,0,0,387,5/1/2019,2019,May,12347,0,0,12347,1899,0,0,1899,228
1,3189,12,5,1863,5/1/2019,2019,May,9695,1632,2299,13626,2829,149,24,3002,232
0,11185,0,1418,3244,5/1/2019,2019,May,31238,0,3537,34775,10301,0,49,10350,3616
0,3320,12,0,943,5/1/2019,2019,May,10041,2107,0,12148,2645,34,0,2679,437
0,4532,59,1,710,5/1/2019,2019,May,12683,2013,6177,20873,2576,5,12,2593,327
5,5529,0,135,1826,5/1/2019,2019,May,17986,0,9957,27943,5794,0,3,5797,358
0,5192,5,0,3541,5/1/2019,2019,May,20700,1739,0,22439,5845,51,0,5896,1536
12,2193,0,80,1037,5/1/2019,2019,May,8341,104,2116,10561,1542,0,55,1597,125
0,6060,0,0,3019,5/1/2019,2019,May,15346,447,7441,23234,4477,0,2,4479,1056
7,3031,0,0,1167,5/1/2019,2019,May,9282,259,4467,14008,0,0,0,0,337
0,0,0,0,0,5/1/2019,2019,May,0,0,9724,9724,0,0,145,145,0
0,2200,0,0,831,5/1/2019,2019,May,7125,0,4355,11480,2216,0,2,2218,520
0,2703,0,0,403,5/1/2019,2019,May,7115,0,2849,9964,1874,0,30,1904,989
0,3055,0,0,520,5/1/2019,2019,May,8818,0,4888,13706,2745,0,13,2758,1036
0,2181,0,0,693,5/1/2019,2019,May,6464,0,482,6946,0,0,0,0,111
0,3685,0,0,1362,5/1/2019,2019,May,13160,0,0,13160,901,0,0,901,76
4,1163,0,0,99,5/1/2019,2019,May,4529,0,0,4529,904,0,0,904,254
0,0,0,0,0,5/1/2019,2019,May,0,0,3496,3496,0,0,0,0,0
0,1460,0,0,110,5/1/2019,2019,May,9282,0,0,9282,1061,0,0,1061,266
0,0,0,0,0,5/1/2019,2019,May,0,0,3339,3339,0,0,23,23,0
0,0,0,0,0,5/1/2019,2019,May,0,0,4658,4658,0,0,18,18,0
0,2385,0,0,1908,5/1/2019,2019,May,7696,0,3597,11293,2128,0,5,2133,830
0,0,0,0,0,5/1/2019,2019,May,0,0,3645,3645,0,0,2,2,0
51,3184,0,0,1043,5/1/2019,2019,May,11275,0,6009,17284,3931,0,14,3945,1367
0,0,0,0,0,5/1/2019,2019,May,0,0,410,410,0,0,0,0,0
0,2379,0,0,403,5/1/2019,2019,May,7536,0,4888,12424,2080,0,27,2107,249
0,1545,0,0,188,5/1/2019,2019,May,5605,0,404,6009,885,0,0,885,135
0,0,0,0,0,5/1/2019,2019,May,0,0,2390,2390,0,0,14,14,0
0,1519,0,0,517,5/1/2019,2019,May,5014,0,0,5014,172,0,0,172,2
26,3973,0,0,1520,5/1/2019,2019,May,10927,0,7343,18270,3276,0,34,3310,678
0,1690,0,0,953,11/1/2019,2019,Nov,5217,689,70,5976,1018,0,0,1018,142
0,1147,249,0,0,11/1/2019,2019,Nov,6232,0,0,6232,1286,0,0,1286,0
1,1950,0,0,424,11/1/2019,2019,Nov,9607,0,0,9607,2192,0,0,2192,484
0,0,0,0,0,11/1/2019,2019,Nov,0,0,3289,3289,0,0,6,6,0
0,0,0,0,0,11/1/2019,2019,Nov,0,0,3456,3456,0,0,126,126,0
0,0,0,0,0,11/1/2019,2019,Nov,0,0,6263,6263,0,0,0,0,0
0,0,0,0,0,11/1/2019,2019,Nov,0,0,2917,2917,0,0,0,0,0
8,4547,0,0,438,11/1/2019,2019,Nov,15442,799,11278,27519,7811,16,191,8018,88
0,2504,0,0,584,11/1/2019,2019,Nov,8973,0,0,8973,1286,0,0,1286,196
8,8678,0,0,1719,11/1/2019,2019,Nov,27421,837,15975,44233,7630,6,360,7996,494
0,3295,0,0,257,11/1/2019,2019,Nov,11860,0,0,11860,1692,0,0,1692,527
0,0,0,0,0,11/1/2019,2019,Nov,0,0,4518,4518,0,0,21,21,0
0,2197,0,0,320,11/1/2019,2019,Nov,6314,0,1185,7499,990,0,0,990,85
0,0,0,0,0,11/1/2019,2019,Nov,0,0,47,47,0,0,0,0,0
0,0,0,0,0,11/1/2019,2019,Nov,0,0,2133,2133,0,0,0,0,0
0,0,0,0,0,11/1/2019,2019,Nov,0,0,3556,3556,0,0,0,0,0
0,1123,0,0,226,11/1/2019,2019,Nov,5827,0,0,5827,1056,0,0,1056,0
25,2447,0,0,1250,11/1/2019,2019,Nov,6222,0,12896,19118,2793,0,12,2805,1166
24,2397,0,18,871,11/1/2019,2019,Nov,9900,0,1077,10977,3197,0,43,3240,524
0,0,0,0,0,11/1/2019,2019,Nov,0,0,3486,3486,0,0,0,0,0
0,2497,0,175,1558,11/1/2019,2019,Nov,10155,0,1321,11476,3038,0,14,3052,487
0,0,0,0,0,11/1/2019,2019,Nov,0,0,2861,2861,0,0,10,10,0
0,0,0,0,0,11/1/2019,2019,Nov,0,0,7869,7869,0,0,232,232,0
13,3674,16,0,511,11/1/2019,2019,Nov,13964,1206,0,15170,3764,26,0,3790,1287
0,0,0,0,0,11/1/2019,2019,Nov,0,0,1816,1816,0,0,0,0,0
0,0,0,0,0,11/1/2019,2019,Nov,0,0,4834,4834,0,0,12,12,0
0,3360,855,0,757,11/1/2019,2019,Nov,7089,1201,5340,13630,2268,0,127,2395,665
9,3082,0,0,1495,11/1/2019,2019,Nov,13091,0,0,13091,2267,0,0,2267,377
1,3264,0,27,1052,11/1/2019,2019,Nov,10284,0,4322,14606,0,0,0,0,344
0,0,0,0,0,11/1/2019,2019,Nov,0,0,17724,17724,0,0,377,377,0
4,2963,0,0,762,11/1/2019,2019,Nov,19948,0,9652,29600,0,0,0,0,146
5,2404,0,0,942,11/1/2019,2019,Nov,6477,0,1749,8226,2405,0,0,2405,578
0,0,0,0,0,11/1/2019,2019,Nov,0,0,2542,2542,0,0,4,4,4
0,0,0,0,0,11/1/2019,2019,Nov,0,0,1167,1167,0,0,0,0,0
0,0,0,0,0,11/1/2019,2019,Nov,0,0,7652,7652,0,0,7,7,0
0,0,0,4,24,11/1/2019,2019,Nov,0,0,0,0,0,0,0,0,0
0,1952,0,0,939,11/1/2019,2019,Nov,6006,0,675,6681,1505,0,2,1507,723
0,3878,0,0,1286,11/1/2019,2019,Nov,12104,0,6068,18172,5194,0,0,5194,1555
0,0,0,4,64,11/1/2019,2019,Nov,0,0,0,0,0,0,0,0,0
14,1880,0,0,164,11/1/2019,2019,Nov,7608,0,13015,20623,3484,0,135,3619,841
0,2840,0,0,306,11/1/2019,2019,Nov,10085,0,1497,11582,2871,0,1,2872,534
0,0,0,0,0,11/1/2019,2019,Nov,0,0,6658,6658,0,0,0,0,0
0,0,0,0,0,11/1/2019,2019,Nov,0,0,1893,1893,0,0,1,1,0
0,3433,0,499,1029,11/1/2019,2019,Nov,12072,0,3381,15453,2139,0,38,2177,545
1,1413,0,0,391,11/1/2019,2019,Nov,3987,0,4128,8115,666,0,5,671,13
0,0,0,9,7,11/1/2019,2019,Nov,0,0,0,0,0,0,0,0,0
0,0,0,0,0,11/1/2019,2019,Nov,0,0,3230,3230,0,0,0,0,0
0,0,0,0,0,11/1/2019,2019,Nov,0,0,3032,3032,0,0,20,20,0
1,3528,0,0,864,11/1/2019,2019,Nov,9971,0,4585,14556,2679,0,9,2688,322
0,0,0,0,0,11/1/2019,2019,Nov,0,0,4825,4825,0,0,5,5,0
0,968,0,0,355,11/1/2019,2019,Nov,4032,0,99,4131,1027,0,0,1027,123
15,5011,0,265,1495,11/1/2019,2019,Nov,15909,0,3530,19439,4772,0,10,4782,1397
10,4092,0,36,1770,11/1/2019,2019,Nov,10292,218,6007,16517,3060,0,329,3389,582
0,0,0,0,0,11/1/2019,2019,Nov,0,0,2420,2420,0,0,2,2,0
0,4705,0,158,2152,11/1/2019,2019,Nov,14103,0,5423,19526,2725,0,213,2938,285
0,3623,0,0,749,11/1/2019,2019,Nov,10571,0,880,11451,2363,0,0,2363,398
0,0,0,0,0,11/1/2019,2019,Nov,0,0,1599,1599,0,0,0,0,0
2,3263,7,0,207,11/1/2019,2019,Nov,13068,475,1153,14696,2382,1,0,2383,548
0,0,0,0,0,11/1/2019,2019,Nov,0,0,2169,2169,0,0,0,0,0
0,0,0,0,0,11/1/2019,2019,Nov,0,0,1020,1020,0,0,0,0,0
0,0,0,0,0,11/1/2019,2019,Nov,0,0,1390,1390,0,0,0,0,0
0,6490,0,0,2117,11/1/2019,2019,Nov,20307,0,0,20307,0,0,0,0,230
0,0,0,0,0,11/1/2019,2019,Nov,0,0,550,550,0,0,0,0,0
0,1840,0,0,306,11/1/2019,2019,Nov,8367,0,2546,10913,1629,0,3,1632,469
0,1272,0,0,49,11/1/2019,2019,Nov,7671,0,0,7671,1786,0,0,1786,608
0,0,0,0,21,11/1/2019,2019,Nov,0,0,5549,5549,0,0,20,20,0
0,3781,0,0,997,11/1/2019,2019,Nov,13066,0,0,13066,3104,0,0,3104,1097
0,0,0,0,0,11/1/2019,2019,Nov,0,0,1415,1415,0,0,5,5,0
50,2301,0,0,1574,11/1/2019,2019,Nov,5972,0,5493,11465,2471,0,195,2666,806
0,3925,0,0,783,11/1/2019,2019,Nov,14244,751,3908,18903,3005,0,7,3012,170
2,3217,0,0,1298,11/1/2019,2019,Nov,10371,0,950,11321,2780,0,15,2795,1283
0,0,0,0,0,11/1/2019,2019,Nov,0,0,3237,3237,0,0,214,214,0
0,1127,0,0,595,11/1/2019,2019,Nov,4328,0,673,5001,524,0,0,524,4
0,0,0,0,2,11/1/2019,2019,Nov,0,0,590,590,0,0,2,2,0
0,0,0,0,0,11/1/2019,2019,Nov,0,0,1626,1626,0,0,0,0,0
0,0,0,0,0,11/1/2019,2019,Nov,0,0,919,919,0,0,0,0,0
0,0,0,0,0,11/1/2019,2019,Nov,0,0,1812,1812,0,0,1,1,0
0,1760,0,0,188,11/1/2019,2019,Nov,10773,0,0,10773,758,0,0,758,105
0,0,0,0,0,11/1/2019,2019,Nov,0,0,4221,4221,0,0,1,1,0
0,3035,0,0,1580,11/1/2019,2019,Nov,11384,0,0,11384,3775,0,0,3775,860
0,0,0,0,0,11/1/2019,2019,Nov,0,0,553,553,0,0,0,0,0
6,3422,8,0,1253,11/1/2019,2019,Nov,10664,4014,10013,24691,0,0,0,0,698
9,852,0,0,288,11/1/2019,2019,Nov,3212,0,1502,4714,1292,0,0,1292,411
1,1452,0,0,465,11/1/2019,2019,Nov,6361,0,265,6626,1377,0,12,1389,195
0,0,0,0,0,11/1/2019,2019,Nov,0,0,6132,6132,0,0,18,18,0
0,2495,0,0,390,11/1/2019,2019,Nov,7904,0,0,7904,0,0,0,0,840
28,4514,0,0,429,11/1/2019,2019,Nov,14991,0,9742,24733,6633,0,959,7592,1302
0,0,0,0,0,11/1/2019,2019,Nov,0,0,866,866,0,0,0,0,0
0,2942,0,56,691,11/1/2019,2019,Nov,7645,1177,3074,11896,1823,0,28,1851,527
37,2240,0,463,1534,11/1/2019,2019,Nov,4703,0,9073,13776,2430,0,353,2783,857
0,0,0,0,0,11/1/2019,2019,Nov,0,0,288,288,0,0,0,0,0
0,4799,0,0,1524,11/1/2019,2019,Nov,17943,0,9172,27115,5117,0,1,5118,1734
46,4592,0,0,793,11/1/2019,2019,Nov,14347,0,11901,26248,4491,0,519,5010,1070
0,0,0,6,1,11/1/2019,2019,Nov,0,0,10556,10556,0,0,362,362,0
0,0,0,0,192,11/1/2019,2019,Nov,0,0,0,0,0,0,0,0,0
0,6182,0,0,2102,11/1/2019,2019,Nov,17334,455,9993,27782,5326,0,25,5351,1379
0,0,109,0,19,11/1/2019,2019,Nov,0,1085,0,1085,0,1,0,1,0
1,5787,0,0,896,11/1/2019,2019,Nov,12443,0,17451,29894,4753,0,460,5213,1296
0,0,0,0,0,11/1/2019,2019,Nov,0,0,4770,4770,0,0,70,70,0
0,3370,0,0,1115,11/1/2019,2019,Nov,9022,0,4985,14007,0,0,0,0,48
0,4240,0,0,626,11/1/2019,2019,Nov,14178,0,2871,17049,2162,0,0,2162,857
0,7039,147,158,1498,11/1/2019,2019,Nov,23694,3512,9737,36943,6947,44,75,7066,1628
0,0,0,0,0,11/1/2019,2019,Nov,0,0,544,544,0,0,0,0,0
0,0,0,0,0,11/1/2019,2019,Nov,0,0,421,421,0,0,0,0,0
0,2128,0,0,1458,11/1/2019,2019,Nov,8294,0,3723,12017,2646,0,603,3249,924
0,0,0,0,0,11/1/2019,2019,Nov,0,0,402,402,0,0,0,0,0
0,0,0,0,130,11/1/2019,2019,Nov,0,0,2947,2947,0,0,13,13,0
0,2451,0,0,814,11/1/2019,2019,Nov,6036,0,2118,8154,2290,0,10,2300,196
8,2430,0,0,756,11/1/2019,2019,Nov,8621,0,599,9220,2236,0,24,2260,327
0,3858,0,118,1232,11/1/2019,2019,Nov,17808,0,4242,22050,0,0,0,0,1327
0,1714,0,0,708,11/1/2019,2019,Nov,7866,0,5200,13066,1968,0,29,1997,329
0,0,0,0,0,11/1/2019,2019,Nov,0,0,1661,1661,0,0,0,0,0
0,0,21,0,231,11/1/2019,2019,Nov,0,7740,0,7740,0,165,0,165,0
0,0,0,0,0,11/1/2019,2019,Nov,0,0,404,404,0,0,0,0,0
6,3041,0,0,2002,11/1/2019,2019,Nov,11092,0,1010,12102,4955,0,0,4955,1445
9,3152,0,0,1781,11/1/2019,2019,Nov,7917,0,0,7917,1569,0,0,1569,740
2,2189,0,0,862,11/1/2019,2019,Nov,7968,0,1535,9503,2300,0,1,2301,960
0,0,0,0,0,11/1/2019,2019,Nov,0,0,4563,4563,0,0,29,29,0
0,2694,0,0,400,11/1/2019,2019,Nov,9360,435,6561,16356,2933,1,237,3171,723
0,1599,0,645,2236,11/1/2019,2019,Nov,4074,0,11249,15323,0,0,0,0,133
0,3719,0,5,1984,11/1/2019,2019,Nov,13390,0,808,14198,3899,0,0,3899,603
0,0,0,0,0,11/1/2019,2019,Nov,0,0,9964,9964,0,0,250,250,0
0,2479,0,0,1336,11/1/2019,2019,Nov,8861,1057,1621,11539,2960,4,9,2973,705
0,1146,0,0,591,11/1/2019,2019,Nov,3822,0,911,4733,812,0,0,812,206
0,0,0,0,0,11/1/2019,2019,Nov,0,0,1816,1816,0,0,1,1,0
0,3180,0,0,587,11/1/2019,2019,Nov,12598,0,0,12598,3378,0,0,3378,851
0,5245,0,33,866,11/1/2019,2019,Nov,9363,0,9252,18615,1270,0,138,1408,0
0,0,0,0,0,11/1/2019,2019,Nov,0,0,5197,5197,0,0,0,0,0
0,0,0,0,0,11/1/2019,2019,Nov,0,0,5126,5126,0,0,8,8,0
15,3913,0,0,3491,11/1/2019,2019,Nov,16553,1647,200,18400,0,0,0,0,1715
0,0,0,0,0,11/1/2019,2019,Nov,0,0,2823,2823,0,0,0,0,0
0,0,0,0,0,11/1/2019,2019,Nov,0,0,391,391,0,0,0,0,0
0,0,0,0,0,11/1/2019,2019,Nov,0,0,322,322,0,0,0,0,0
0,0,0,0,0,11/1/2019,2019,Nov,0,0,142,142,0,0,0,0,0
0,0,0,0,0,11/1/2019,2019,Nov,0,0,2734,2734,0,0,56,56,0
0,3243,89,20,3807,11/1/2019,2019,Nov,12211,1789,497,14497,2808,0,5,2813,702
0,0,0,0,0,11/1/2019,2019,Nov,0,0,832,832,0,0,0,0,0
0,0,0,0,0,11/1/2019,2019,Nov,0,0,330,330,0,0,0,0,0
0,0,0,0,0,11/1/2019,2019,Nov,0,0,670,670,0,0,12,12,0
29,7309,0,172,2082,11/1/2019,2019,Nov,26502,0,10908,37410,8735,0,573,9308,1419
0,0,0,0,0,11/1/2019,2019,Nov,0,0,2406,2406,0,0,17,17,0
8,1767,0,0,1505,11/1/2019,2019,Nov,5328,0,1775,7103,0,0,0,0,387
0,3483,0,0,1606,11/1/2019,2019,Nov,10044,859,1860,12763,0,0,0,0,1239
0,0,0,0,0,11/1/2019,2019,Nov,0,0,2059,2059,0,0,0,0,0
0,0,0,7,298,11/1/2019,2019,Nov,0,0,951,951,0,0,5,5,0
0,0,0,0,0,11/1/2019,2019,Nov,0,0,821,821,0,0,1,1,0
0,3142,0,0,533,11/1/2019,2019,Nov,10796,1763,0,12559,3019,54,0,3073,495
0,0,0,0,345,11/1/2019,2019,Nov,0,0,0,0,0,0,0,0,0
8,2229,0,36,1535,11/1/2019,2019,Nov,5994,0,9612,15606,1977,0,72,2049,919
10,2035,0,0,1369,11/1/2019,2019,Nov,7651,0,3943,11594,1948,0,33,1981,209
35,4264,0,0,1249,11/1/2019,2019,Nov,21501,0,4091,25592,5436,0,3,5439,1333
0,0,0,0,22,11/1/2019,2019,Nov,0,0,0,0,0,0,0,0,0
3,2442,0,0,716,11/1/2019,2019,Nov,6456,0,0,6456,1309,0,0,1309,36
0,2684,0,13,1456,11/1/2019,2019,Nov,6850,0,1032,7882,2331,0,21,2352,798
0,3094,0,0,349,11/1/2019,2019,Nov,9657,0,4103,13760,2259,0,3,2262,576
0,1183,0,0,736,11/1/2019,2019,Nov,4331,281,1361,5973,813,0,0,813,246
1,3249,32,0,695,11/1/2019,2019,Nov,14038,983,2847,17868,5133,66,10,5209,842
0,826,0,0,431,11/1/2019,2019,Nov,5828,0,239,6067,337,0,0,337,1
0,2996,0,0,2861,11/1/2019,2019,Nov,9255,1103,9484,19842,3488,0,116,3604,635
17,3456,0,11,462,11/1/2019,2019,Nov,9232,0,4325,13557,1459,0,129,1588,264
61,3003,0,48,3065,11/1/2019,2019,Nov,9920,0,2109,12029,4080,0,54,4134,1345
0,0,0,0,14,11/1/2019,2019,Nov,0,0,2306,2306,0,0,2,2,0
0,0,0,0,0,11/1/2019,2019,Nov,0,0,1891,1891,0,0,115,115,0
0,0,0,0,2,11/1/2019,2019,Nov,0,0,579,579,0,0,0,0,0
0,0,0,0,28,11/1/2019,2019,Nov,0,0,7148,7148,0,0,73,73,0
0,0,0,0,0,11/1/2019,2019,Nov,0,0,6194,6194,0,0,0,0,0
2,2181,0,148,2405,11/1/2019,2019,Nov,9343,0,4131,13474,1850,0,7,1857,752
0,4452,21,0,804,11/1/2019,2019,Nov,14244,1897,4596,20737,4989,111,86,5186,997
0,1901,0,0,284,11/1/2019,2019,Nov,6320,0,625,6945,904,0,0,904,98
0,0,0,0,149,11/1/2019,2019,Nov,0,0,0,0,0,0,0,0,0
0,0,0,0,0,11/1/2019,2019,Nov,0,0,1702,1702,0,0,14,14,0
0,0,0,0,0,11/1/2019,2019,Nov,0,0,4977,4977,0,0,29,29,0
0,2505,0,362,1171,11/1/2019,2019,Nov,6898,0,2089,8987,2203,0,107,2310,185
0,0,0,2,227,11/1/2019,2019,Nov,0,0,677,677,0,0,0,0,0
16,2812,0,0,96,11/1/2019,2019,Nov,7974,0,2988,10962,1812,0,46,1858,703
9,4090,0,0,1113,11/1/2019,2019,Nov,13484,0,1241,14725,3028,0,0,3028,402
0,4306,0,0,381,11/1/2019,2019,Nov,10453,0,0,10453,3557,0,0,3557,545
0,0,0,0,0,11/1/2019,2019,Nov,0,0,4960,4960,0,0,153,153,0
87,2595,0,0,1107,11/1/2019,2019,Nov,8893,0,0,8893,3443,0,0,3443,1054
0,0,0,0,0,11/1/2019,2019,Nov,0,0,3573,3573,0,0,0,0,0
0,2664,0,0,713,11/1/2019,2019,Nov,8968,0,794,9762,1388,0,0,1388,601
4,0,0,0,7,11/1/2019,2019,Nov,0,0,8481,8481,0,0,119,119,1
0,1953,0,0,412,11/1/2019,2019,Nov,8457,0,2786,11243,2762,0,0,2762,260
0,2161,0,0,1292,11/1/2019,2019,Nov,6382,0,0,6382,1727,0,0,1727,63
0,0,0,0,0,11/1/2019,2019,Nov,0,0,144,144,0,0,0,0,0
0,0,0,0,506,11/1/2019,2019,Nov,0,0,0,0,0,0,0,0,0
34,2500,0,0,897,11/1/2019,2019,Nov,9426,0,5476,14902,2996,0,41,3037,1036
12,1978,0,0,313,11/1/2019,2019,Nov,6435,0,7907,14342,2510,0,123,2633,920
0,0,0,0,0,11/1/2019,2019,Nov,0,0,3008,3008,0,0,0,0,0
0,3743,18,2,2998,11/1/2019,2019,Nov,11221,1704,7788,20713,1803,38,12,1853,181
0,0,0,0,0,11/1/2019,2019,Nov,0,0,4409,4409,0,0,0,0,0
1,2623,0,0,592,11/1/2019,2019,Nov,9622,0,0,9622,2671,0,0,2671,623
1,2474,0,0,688,11/1/2019,2019,Nov,5929,0,0,5929,1409,0,0,1409,459
0,0,0,0,16,11/1/2019,2019,Nov,0,0,0,0,0,0,0,0,0
0,1552,0,0,216,11/1/2019,2019,Nov,8654,0,0,8654,0,0,0,0,594
0,2592,8,0,1039,11/1/2019,2019,Nov,6651,1317,917,8885,1820,9,0,1829,206
0,3110,0,0,996,11/1/2019,2019,Nov,12382,0,8733,21115,3160,0,152,3312,430
0,0,0,0,169,11/1/2019,2019,Nov,0,0,0,0,0,0,0,0,0
0,0,0,0,0,11/1/2019,2019,Nov,0,0,3552,3552,0,0,0,0,0
1,2492,0,0,722,11/1/2019,2019,Nov,6094,0,2999,9093,2064,0,0,2064,126
11,4001,0,0,1155,11/1/2019,2019,Nov,11990,0,2726,14716,5586,0,0,5586,1882
16,2210,0,0,362,11/1/2019,2019,Nov,12951,0,0,12951,2782,0,0,2782,619
2,3313,23,0,1629,11/1/2019,2019,Nov,10156,1478,0,11634,2549,209,0,2758,369
5,11026,0,1376,3541,11/1/2019,2019,Nov,31077,0,3228,34305,11998,0,100,12098,4809
0,3572,10,0,954,11/1/2019,2019,Nov,10825,2054,0,12879,2481,65,0,2546,706
0,4563,117,1,503,11/1/2019,2019,Nov,12885,2103,6247,21235,5135,8,49,5192,758
2,5305,0,33,1865,11/1/2019,2019,Nov,18588,0,10156,28744,7092,0,5,7097,666
2,5084,1,0,3621,11/1/2019,2019,Nov,20864,1467,0,22331,8122,22,0,8144,2134
7,2160,0,51,1021,11/1/2019,2019,Nov,8178,80,1976,10234,2079,0,35,2114,272
0,5883,0,0,2984,11/1/2019,2019,Nov,15930,449,7075,23454,5751,0,132,5883,1542
43,2810,0,1646,0,11/1/2019,2019,Nov,8153,234,3258,11645,0,0,0,0,510
0,0,0,0,0,11/1/2019,2019,Nov,0,0,9644,9644,0,0,182,182,0
1,2296,0,0,927,11/1/2019,2019,Nov,7047,0,4067,11114,2038,0,0,2038,348
0,2785,0,0,447,11/1/2019,2019,Nov,7102,0,2377,9479,2039,0,66,2105,981
0,3610,0,0,643,11/1/2019,2019,Nov,9360,0,4595,13955,2470,0,13,2483,537
0,2062,0,0,701,11/1/2019,2019,Nov,6436,0,321,6757,0,0,0,0,64
0,3882,0,0,1486,11/1/2019,2019,Nov,12862,0,0,12862,1852,0,0,1852,224
127,1135,0,0,122,11/1/2019,2019,Nov,4094,0,0,4094,1267,0,0,1267,446
0,0,0,0,0,11/1/2019,2019,Nov,0,0,3338,3338,0,0,0,0,0
8,1405,0,0,101,11/1/2019,2019,Nov,9372,0,0,9372,1863,0,0,1863,324
0,0,0,0,0,11/1/2019,2019,Nov,0,0,2723,2723,0,0,53,53,0
0,0,0,0,0,11/1/2019,2019,Nov,0,0,4599,4599,0,0,34,34,0
33,2021,0,0,1993,11/1/2019,2019,Nov,7665,0,3422,11087,3237,0,1,3238,951
0,0,0,0,0,11/1/2019,2019,Nov,0,0,3242,3242,0,0,9,9,0
137,2415,0,0,1146,11/1/2019,2019,Nov,10867,0,5157,16024,4081,0,13,4094,1189
0,0,0,0,0,11/1/2019,2019,Nov,0,0,422,422,0,0,0,0,0
6,2662,0,0,264,11/1/2019,2019,Nov,7506,0,4783,12289,2643,0,42,2685,896
2,1528,0,0,215,11/1/2019,2019,Nov,5367,0,12,5379,1511,0,0,1511,94
0,0,0,0,0,11/1/2019,2019,Nov,0,0,2113,2113,0,0,5,5,0
0,1501,0,0,534,11/1/2019,2019,Nov,4723,0,0,4723,245,0,0,245,4
